date,OT
2018-05-20 08:00:00,28.506000518798828
2018-05-20 09:00:00,28.506000518798828
2018-05-20 10:00:00,28.506000518798828
2018-05-20 11:00:00,28.725500106811523
2018-05-20 12:00:00,28.94499969482422
2018-05-20 13:00:00,28.94499969482422
2018-05-20 14:00:00,28.94499969482422
2018-05-20 15:00:00,28.725500106811523
2018-05-20 16:00:00,28.506000518798828
2018-05-20 17:00:00,28.06649971008301
2018-05-20 18:00:00,27.62700080871582
2018-05-20 19:00:00,26.528499603271484
2018-05-20 20:00:00,26.528499603271484
2018-05-20 21:00:00,26.528499603271484
2018-05-20 22:00:00,26.74799919128418
2018-05-20 23:00:00,26.74799919128418
2018-05-21 00:00:00,26.74799919128418
2018-05-21 01:00:00,26.528499603271484
2018-05-21 02:00:00,26.30850028991699
2018-05-21 03:00:00,25.86899948120117
2018-05-21 04:00:00,25.86899948120117
2018-05-21 05:00:00,25.86899948120117
2018-05-21 06:00:00,25.43000030517578
2018-05-21 07:00:00,25.43000030517578
2018-05-21 08:00:00,25.64949989318848
2018-05-21 09:00:00,26.08849906921387
2018-05-21 10:00:00,26.96750068664551
2018-05-21 11:00:00,27.62700080871582
2018-05-21 12:00:00,28.28650093078613
2018-05-21 13:00:00,29.165000915527344
2018-05-21 14:00:00,29.82399940490723
2018-05-21 15:00:00,29.82399940490723
2018-05-21 16:00:00,29.60449981689453
2018-05-21 17:00:00,29.38500022888184
2018-05-21 18:00:00,28.06649971008301
2018-05-21 19:00:00,27.62700080871582
2018-05-21 20:00:00,28.506000518798828
2018-05-21 21:00:00,28.94499969482422
2018-05-21 22:00:00,28.94499969482422
2018-05-21 23:00:00,28.94499969482422
2018-05-22 00:00:00,29.165000915527344
2018-05-22 01:00:00,29.165000915527344
2018-05-22 02:00:00,29.165000915527344
2018-05-22 03:00:00,29.165000915527344
2018-05-22 04:00:00,29.165000915527344
2018-05-22 05:00:00,28.945499420166016
2018-05-22 06:00:00,29.165000915527344
2018-05-22 07:00:00,29.38500022888184
2018-05-22 08:00:00,28.94499969482422
2018-05-22 09:00:00,28.94499969482422
2018-05-22 10:00:00,28.945499420166016
2018-05-22 11:00:00,28.506000518798828
2018-05-22 12:00:00,27.62700080871582
2018-05-22 13:00:00,25.429500579833984
2018-05-22 14:00:00,24.99049949645996
2018-05-22 15:00:00,25.43000030517578
2018-05-22 16:00:00,26.089000701904297
2018-05-22 17:00:00,26.089000701904297
2018-05-22 18:00:00,25.86899948120117
2018-05-22 19:00:00,26.08849906921387
2018-05-22 20:00:00,26.528499603271484
2018-05-22 21:00:00,26.528499603271484
2018-05-22 22:00:00,26.96750068664551
2018-05-22 23:00:00,26.96750068664551
2018-05-23 00:00:00,26.96750068664551
2018-05-23 01:00:00,26.74799919128418
2018-05-23 02:00:00,26.74799919128418
2018-05-23 03:00:00,25.86899948120117
2018-05-23 04:00:00,25.43000030517578
2018-05-23 05:00:00,24.55100059509277
2018-05-23 06:00:00,24.33099937438965
2018-05-23 07:00:00,24.55100059509277
2018-05-23 08:00:00,26.74799919128418
2018-05-23 09:00:00,29.82399940490723
2018-05-23 10:00:00,33.11999893188477
2018-05-23 11:00:00,37.07550048828125
2018-05-23 12:00:00,38.83300018310547
2018-05-23 13:00:00,40.59049987792969
2018-05-23 14:00:00,42.12900161743164
2018-05-23 15:00:00,42.3484992980957
2018-05-23 16:00:00,40.37149810791016
2018-05-23 17:00:00,38.17399978637695
2018-05-23 18:00:00,36.635501861572266
2018-05-23 19:00:00,35.09749984741211
2018-05-23 20:00:00,32.68099975585937
2018-05-23 21:00:00,30.702999114990234
2018-05-23 22:00:00,29.165000915527344
2018-05-23 23:00:00,28.285999298095703
2018-05-24 00:00:00,27.40699958801269
2018-05-24 01:00:00,26.74799919128418
2018-05-24 02:00:00,26.30850028991699
2018-05-24 03:00:00,25.86899948120117
2018-05-24 04:00:00,25.43000030517578
2018-05-24 05:00:00,24.77050018310547
2018-05-24 06:00:00,24.55100059509277
2018-05-24 07:00:00,25.64949989318848
2018-05-24 08:00:00,27.84700012207031
2018-05-24 09:00:00,30.26350021362305
2018-05-24 10:00:00,32.46099853515625
2018-05-24 11:00:00,31.582000732421875
2018-05-24 12:00:00,31.80200004577637
2018-05-24 13:00:00,35.97650146484375
2018-05-24 14:00:00,38.39350128173828
2018-05-24 15:00:00,39.49250030517578
2018-05-24 16:00:00,37.73450088500977
2018-05-24 17:00:00,36.635501861572266
2018-05-24 18:00:00,35.5369987487793
2018-05-24 19:00:00,34.87799835205078
2018-05-24 20:00:00,34.438499450683594
2018-05-24 21:00:00,33.77899932861328
2018-05-24 22:00:00,33.34000015258789
2018-05-24 23:00:00,32.46099853515625
2018-05-25 00:00:00,29.82399940490723
2018-05-25 01:00:00,29.38450050354004
2018-05-25 02:00:00,29.38450050354004
2018-05-25 03:00:00,29.60449981689453
2018-05-25 04:00:00,29.60449981689453
2018-05-25 05:00:00,29.60449981689453
2018-05-25 06:00:00,29.60449981689453
2018-05-25 07:00:00,29.82399940490723
2018-05-25 08:00:00,30.48349952697754
2018-05-25 09:00:00,30.92250061035156
2018-05-25 10:00:00,31.80150032043457
2018-05-25 11:00:00,31.582000732421875
2018-05-25 12:00:00,31.36199951171875
2018-05-25 13:00:00,32.24100112915039
2018-05-25 14:00:00,34.21900177001953
2018-05-25 15:00:00,33.77899932861328
2018-05-25 16:00:00,33.34000015258789
2018-05-25 17:00:00,33.11999893188477
2018-05-25 18:00:00,29.38500022888184
2018-05-25 19:00:00,26.96750068664551
2018-05-25 20:00:00,27.1875
2018-05-25 21:00:00,27.1875
2018-05-25 22:00:00,27.1875
2018-05-25 23:00:00,26.52799987792969
2018-05-26 00:00:00,26.52799987792969
2018-05-26 01:00:00,26.74799919128418
2018-05-26 02:00:00,26.96750068664551
2018-05-26 03:00:00,27.1875
2018-05-26 04:00:00,27.1875
2018-05-26 05:00:00,27.1875
2018-05-26 06:00:00,27.1875
2018-05-26 07:00:00,27.40699958801269
2018-05-26 08:00:00,27.62700080871582
2018-05-26 09:00:00,28.506000518798828
2018-05-26 10:00:00,28.94499969482422
2018-05-26 11:00:00,29.38500022888184
2018-05-26 12:00:00,30.26350021362305
2018-05-26 13:00:00,31.582000732421875
2018-05-26 14:00:00,32.68050003051758
2018-05-26 15:00:00,33.34000015258789
2018-05-26 16:00:00,33.34000015258789
2018-05-26 17:00:00,33.34000015258789
2018-05-26 18:00:00,32.900501251220696
2018-05-26 19:00:00,32.46099853515625
2018-05-26 20:00:00,32.021499633789055
2018-05-26 21:00:00,31.80200004577637
2018-05-26 22:00:00,31.582000732421875
2018-05-26 23:00:00,31.582000732421875
2018-05-27 00:00:00,31.14249992370605
2018-05-27 01:00:00,30.702999114990234
2018-05-27 02:00:00,30.482999801635746
2018-05-27 03:00:00,30.26350021362305
2018-05-27 04:00:00,30.26350021362305
2018-05-27 05:00:00,30.04400062561035
2018-05-27 06:00:00,30.04400062561035
2018-05-27 07:00:00,30.04400062561035
2018-05-27 08:00:00,30.26350021362305
2018-05-27 09:00:00,29.60449981689453
2018-05-27 10:00:00,29.82399940490723
2018-05-27 11:00:00,31.14249992370605
2018-05-27 12:00:00,32.46099853515625
2018-05-27 13:00:00,34.21900177001953
2018-05-27 14:00:00,35.756500244140625
2018-05-27 15:00:00,38.17399978637695
2018-05-27 16:00:00,38.61299896240234
2018-05-27 17:00:00,39.053001403808594
2018-05-27 18:00:00,38.39350128173828
2018-05-27 19:00:00,37.07500076293945
2018-05-27 20:00:00,35.75699996948242
2018-05-27 21:00:00,34.65800094604492
