date,OT
0,-0.908470673
1,-1.268521458
2,1.940181058
3,-0.499229269
4,-0.855808485
5,1.231444949
6,0.435951879
7,2.427483372
8,0.443537414
9,-0.487175376
10,-1.826220884
11,-0.52493993
12,-1.814849469
13,-0.363883617
14,-1.86662716
15,-1.218207333
16,-1.097737105
17,0.572104868
18,0.31115582
19,1.420107253
20,-0.370326328
21,1.634653457
22,-0.271090358
23,0.252229766
24,0.813490219
25,2.492502344
26,1.003282541
27,-0.057369691
28,-0.62190933
29,-0.791472422
30,0.183779379
31,0.533238063
32,0.139548473
33,1.897761791
34,-0.983241299
35,0.353486394
36,-1.070119302
37,-0.949624929
38,-0.489916431
39,0.854488918
40,-1.902852439
41,-0.894341931
42,0.371116486
43,-0.813540231
44,-0.763843037
45,-0.585274336
46,0.243826029
47,-0.364920906
48,1.431165545
49,-1.340543616
50,1.516973675
51,0.009327216
52,-0.793365446
53,0.874779272
54,-1.382556846
55,0.01817679
56,1.52174213
57,0.315368917
58,1.134107049
59,-1.999777501
60,0.899650597
61,-0.659115202
62,-0.885594257
63,-2.561386733
64,0.2568326
65,-0.263296015
66,-0.814957555
67,0.26124436
68,0.86605136
69,1.818211659
70,-0.340780459
71,-0.127678131
72,-0.10240862
73,0.959756753
74,0.285824652
75,0.52045484
76,-0.387032108
77,0.12957235
78,-0.761756571
79,0.742482556
80,-0.521276112
81,0.304372516
82,0.129338735
83,-0.022851599
84,0.240307903
85,0.458373841
86,1.093354182
87,-1.427960013
88,-0.372466898
89,-1.510978377
90,-0.733136667
91,-0.617635227
92,0.560162518
93,1.495524639
94,-0.128505455
95,-0.573444922
96,0.84471023
97,0.974894677
98,-0.086608661
99,-0.053502631
100,-0.139505561
101,0.435657215
102,-1.79226814
103,-1.703979817
104,-0.416843629
105,-0.180945737
106,-0.32387502
107,1.184681608
108,-1.851290524
109,-1.106388999
110,0.497923044
111,-0.020668222
112,-0.14047886
113,-0.159155795
114,-1.031250046
115,-1.624612656
116,0.654145768
117,0.262568726
118,0.265918295
119,0.55948267
120,-0.837696353
121,1.030343525
122,0.056584818
123,0.812709014
124,-1.222340464
125,-1.173914581
126,-0.72872708
127,0.385260882
128,0.136346609
129,2.024516584
130,0.359909036
131,-0.568156895
132,-0.350503234
133,0.156447736
134,-0.284646926
135,0.277461879
136,-0.496988851
137,-0.089273916
138,0.409089235
139,-0.251872859
140,0.762140022
141,-0.508476572
142,-1.442788622
