date,OT
0,1.488377219
1,0.798069463
2,0.954666276
3,1.428515931
4,0.535934057
5,1.043870999
6,-0.604153046
7,-1.107038639
8,-0.400127344
9,0.137841516
10,0.519885345
11,0.789080139
12,1.353254863
13,0.12839158
14,-0.706840332
15,0.305265734
16,0.965284594
17,-0.311168231
18,0.999440353
19,-0.647003625
20,-1.895823225
21,0.541939882
22,-1.533291986
23,1.106236502
24,-2.262937454
25,-0.610792445
26,0.329531706
27,-0.691002156
28,-0.035002251
29,1.075820547
30,-0.362061829
31,-0.624024961
32,0.655113788
33,-0.540943718
34,-0.769209835
35,0.479001285
36,-0.504672415
37,-0.226342993
38,1.743251291
39,0.869976228
40,-0.817098755
41,-0.390613187
42,-0.182717908
43,0.761119701
44,0.35758439
45,-0.801916476
46,0.417132671
47,-1.768024072
48,-0.091904229
49,0.696458418
50,0.64817509
51,-0.603228924
52,-0.182741522
53,-1.069724395
54,0.022113397
55,0.911916927
56,1.068319631
57,0.592039881
58,1.20654873
59,-2.238174309
60,-0.282110169
61,-0.650000154
62,0.648524815
63,1.280170692
64,-0.35270976
65,-0.073925296
66,2.705488592
67,-0.285410986
68,0.485966588
69,-0.696879043
70,2.257190889
71,2.191475391
72,-1.645528587
73,0.374180641
74,1.196078544
75,-1.149629798
76,1.023045756
77,-0.004487531
78,1.329969834
79,0.4946041
80,2.02994053
81,0.568284699
82,0.423823615
83,-0.150225735
84,-0.075243977
85,0.191079785
86,0.066591515
87,-0.726212626
88,-0.382280879
89,-0.142668535
90,-0.669253085
91,-0.634648325
92,-0.157678602
93,-0.513838128
94,0.122814257
95,-0.889961452
96,-1.136705948
97,-1.322297746
98,-0.677716527
99,0.569960132
100,0.328631597
101,-0.571359462
102,-0.368141674
103,0.552554194
104,0.135003292
105,0.035944157
106,-1.245616
107,0.411077877
108,-0.734699878
109,-0.54599016
110,0.337490671
111,-0.557067861
112,-0.216882188
113,-0.604946495
114,-0.244731313
115,0.167943711
116,0.482359075
117,-0.77313534
118,-0.009452245
119,-0.103900923
120,-1.369184476
121,0.75293596
122,-0.534347657
123,0.567483914
124,0.218558351
125,-0.097936033
126,0.20009335
127,0.027163754
128,0.402033738
129,0.478857137
130,-0.157133722
131,-1.322798236
132,0.349797728
133,0.441236194
134,-0.04510424
135,0.202755898
136,0.043770837
137,0.858341048
138,-2.644703333
139,-0.073630672
140,1.113653628
141,-1.287970257
142,1.872068793
143,0.99285623
144,-0.575649986
145,-0.679134902
146,-0.7465756
147,0.442885868
148,0.801858529
149,-0.572528278
150,0.02864658
151,1.018278867
152,0.155102319
153,-1.655007544
154,-0.707121596
155,-0.126587728
156,-0.347114356
157,0.518998105
158,0.302486027
159,1.098368763
160,-1.094681232
161,0.401659513
162,0.37255732
163,0.909725134
164,-1.091082293
165,-2.774687159
166,-0.131301021
167,1.482014641
168,1.416720051
169,-0.812447265
170,-0.341541697
171,-0.684013662
172,0.241238979
173,0.059007601
174,1.596189547
175,-0.856755189
176,-0.412138391
177,0.602097883
178,-2.136427823
179,0.166476729
180,-1.140460988
181,-1.415521682
182,-1.164324143
183,-1.361652262
184,-0.597556218
185,-1.339928692
186,0.619509032
187,-0.605659716
188,-0.47618603
189,0.760304747
190,-1.253719144
191,0.737259609
192,1.811657057
193,-0.196337058
194,1.104681944
195,-0.0741383
196,-0.250430083
197,-0.610623157
198,-1.190418383
199,-1.135915641
200,0.836528611
201,-0.77346558
202,-2.15318691
203,0.55414787
204,0.974605363
205,-0.029249101
206,0.915316008
207,-0.841173068
208,0.687614408
209,-0.263028666
210,-0.248219657
211,-0.891446009
212,2.380474639
213,0.530347576
214,0.52955516
215,-0.416977401
216,1.461123198
217,2.47934826
218,-0.352095944
219,0.757369327
220,-0.896433548
221,-1.418761888
222,-0.968558769
223,0.414250702
224,0.187684109
225,-0.482758677
226,0.341844949
227,0.079065754
228,1.72631491
229,-0.874457932
230,-0.558144623
231,0.617039298
232,-0.621520447
233,-1.070042054
234,-1.725543712
235,1.261354982
236,-1.213486377
237,0.43502568
238,-0.660653356
239,0.255663
240,-0.58939231
241,-0.61652765
242,1.119334189
243,-0.085968374
244,-0.238979933
245,0.244869716
246,-1.225349016
247,-1.928885498
248,1.062701787
249,-0.531773197
250,0.250075951
251,0.183698334
252,1.221805008
253,0.673902312
254,-0.825135326
255,0.808773257
256,0.308920331
257,0.513486001
258,-0.8056904
259,1.95708011
260,1.593055842
261,-0.538184793
262,0.590832449
263,0.846454078
264,1.318027819
265,1.697982087
266,0.533090876
267,-0.29148946
268,0.539583715
269,-0.023760919
270,0.206059126
271,-0.053605424
272,0.754818974
273,2.266487347
274,-1.328581339
275,-0.242749734
276,0.021825481
277,-0.435003825
278,-0.210452881
279,-0.0282071
280,-0.284084367
281,-0.380956039
282,0.30181345
283,-0.269465383
284,0.499529417
285,0.353614078
286,-0.016291443
287,2.424622178
288,0.344745503
289,0.241359669
290,0.753837166
291,-0.771823733
292,0.018570105
293,-1.166654012
294,-1.687885999
295,0.11422496
296,-0.458513311
297,-1.548077818
298,0.424412061
299,-0.506617248
300,-0.805722446
301,0.749398047
302,0.682520372
303,-0.003005389
304,-0.524600475
305,-0.336854068
306,-0.230849294
307,0.095566938
308,0.561809538
309,-0.555937945
310,-0.802939461
311,-0.188022514
312,-0.895555498
313,-1.302519711
314,0.159963102
315,-0.791569524
316,1.552848833
317,0.729967401
318,0.107903212
319,1.058763383
320,-0.521865722
321,1.172613157
322,-2.522602335
323,0.250330213
324,0.120175509
325,-1.036734311
326,0.394391395
327,-0.12024351
328,-0.572053276
329,-1.861848745
330,-0.208108533
331,-0.704162944
332,1.266614782
333,-2.13667862
334,-1.029804174
335,-0.501414445
336,0.11826788
337,-0.06509933
338,-0.71556096
339,-0.042982884
340,1.554403862
341,0.256068482
342,-1.490125847
343,-1.219332485
344,-1.386268949
345,-2.852431341
346,0.648459341
347,-0.343468571
348,0.524628608
349,-0.319704096
350,-1.037858686
351,0.708979327
352,0.779135613
353,-1.229219137
354,0.345019621
355,1.876190485
356,0.070433102
357,0.900169642
358,0.693175458
359,-1.422564488
360,0.573896415
361,-0.258777029
362,0.950724038
363,0.592860183
364,-0.262357288
365,0.331791461
366,2.112006159
367,-1.285419538
368,0.232290206
369,-1.243534832
370,3.063228432
371,0.07377254
372,0.789604223
373,0.418610658
374,-2.646030995
375,0.587760287
376,1.367048591
377,0.945620834
378,-0.098063917
379,-0.131462129
380,0.04592612
381,0.401332804
382,2.004899141
383,-0.206792428
384,0.327091627
385,-0.379293286
386,-0.125693498
387,-1.627506992
388,-1.233186387
389,-0.329500089
390,1.493798975
391,0.16563929
392,0.587940759
393,0.965781578
394,1.074215821
395,-1.054031941
396,-0.723203696
397,0.897270979
398,0.412874775
399,-0.575686274
400,-0.689467141
401,-0.748574338
402,0.036179137
403,1.753644501
404,0.404098901
405,1.6121793
406,0.392101605
407,2.562392229
408,-0.642308341
409,0.052977569
410,-0.478000533
411,-0.440183453
412,0.266009954
413,-0.379013561
414,0.541134784
415,1.037185595
416,-0.296580319
417,-0.559706594
418,-1.223342658
419,0.16373383
420,-0.2882094
421,-1.671393856
422,-1.536034026
423,-0.290745825
424,0.918245989
425,-1.290154846
426,2.285369147
427,0.684480893
428,0.553257836
429,1.217227711
430,0.01012745
431,-0.121284538
432,-0.549371468
433,0.253045567
434,0.417161421
435,-0.533419122
436,0.329419101
437,0.56512774
438,0.529734679
439,0.482360048
440,-0.300994921
441,-1.548789324
442,2.050973817
443,-0.770875532
444,-0.511192443
445,-0.224255446
446,0.938012028
447,-0.741347955
448,0.080239271
449,-0.396891756
450,0.964569417
451,0.920593224
452,0.042273292
453,1.07161704
454,-0.675983438
455,1.077601855
456,-0.969364633
457,-0.360849154
458,1.227724341
459,-1.09478494
460,-1.092599523
461,0.575542025
462,-0.870719317
463,0.256807684
464,-1.541451842
465,0.030355398
466,-1.168286517
467,0.216651735
468,-0.39761777
469,0.815439073
470,1.31421362
471,-0.282782424
472,0.667363685
473,0.431636767
474,1.226679891
475,-1.029393312
476,-0.462402063
477,-1.115426518
478,0.45829279
479,-0.694366021
480,1.374486244
481,-1.519123186
482,-0.066768638
483,2.197987282
484,0.355954738
485,0.1215488
486,0.610010423
487,-0.231273705
488,-0.440509537
489,0.056140404
490,1.003901542
491,-1.419877946
492,2.73988939
493,-0.003798696
494,-0.161892211
495,-1.307900539
496,1.279322271
497,0.254731044
498,-0.489370288
499,-2.015095364
500,1.357170228
501,0.042755813
502,0.377975024
503,1.024110264
504,-0.585835398
505,-0.706930532
506,-0.394117456
507,-1.280991421
508,-0.374545913
509,-0.601078498
510,0.232249178
511,0.314355753
512,-1.090029111
513,0.095533529
514,0.291275482
515,0.469421787
516,-1.016355926
517,-1.414593167
518,-0.090669844
519,-0.309115496
520,-0.812636679
521,-1.030207476
522,1.361931736
523,-1.222820568
524,-1.777862206
525,0.644478128
526,1.753043175
527,-0.244550963
528,1.870769389
529,0.512309849
530,1.08759489
