date,OT
0,-1.212007084
1,1.753462325
2,-0.067017011
3,0.682802017
4,0.321579506
5,0.311936911
6,-0.118521208
7,1.05275718
8,-0.251157384
9,1.170506733
10,-0.498020236
11,-1.530524068
12,-0.890139131
13,-0.452176586
14,0.259783337
15,1.217870115
16,0.038975678
17,-0.260345176
18,1.437768095
19,-1.671100521
20,1.051915213
21,-1.42103347
22,1.177906949
23,1.194310927
24,-0.992450151
25,-0.695554531
26,1.503897571
27,0.195011157
28,-1.701371009
29,0.282145537
30,0.598707467
31,0.138431318
32,-0.187770949
33,-1.350935677
34,0.735235921
35,-1.101140495
36,-0.971256305
37,-0.513918225
38,-1.468173734
39,0.036618002
40,0.793219084
41,-0.757419079
42,2.088815957
43,0.082028409
44,1.513385424
45,-1.276148388
46,-0.954214139
47,0.514096628
48,-1.917296575
49,0.22435284
50,-0.187784731
51,0.286718567
52,-1.13559461
53,0.932054647
54,-0.093245742
55,1.305658165
56,-1.345525766
57,0.142778736
58,0.083148664
59,0.132946864
60,-0.835524497
61,0.738470407
62,-1.680270904
63,-0.231360695
64,-1.800255372
65,-0.406635378
66,1.12254558
67,-1.606257626
68,-1.15922361
69,-0.734810875
70,-0.092503244
71,-0.534371475
72,1.253623427
73,1.013570914
74,2.429470182
75,-0.609763428
76,0.401789308
77,0.376523585
78,0.844527362
79,0.978564393
80,-0.561233912
81,1.105287126
82,-0.062262229
83,-0.643940793
84,0.344321078
85,-1.584739433
86,0.588901835
87,1.133999259
88,1.027886214
89,1.002085059
90,-0.16998976
91,0.406320861
92,0.615383913
93,0.298370411
94,0.021859641
95,-0.02656107
96,0.375966956
97,0.240776437
98,1.04449115
99,0.32887197
100,-0.217309125
101,0.138730056
102,-0.847637325
103,0.17272915
104,0.130057851
105,0.033485114
106,0.121101881
107,-1.110819539
108,0.524634769
109,0.103032704
110,0.756408229
111,-0.517671071
112,-3.150443956
113,-0.597994299
114,-0.145273789
115,-0.420045269
116,0.519817993
117,-0.793620314
118,1.537522149
119,0.912518024
120,-0.297201746
121,1.398489746
122,-0.683330455
123,1.123924659
124,-0.024160826
125,-1.712496226
126,-1.200601935
127,-0.628235056
128,0.4538606
129,1.153532172
130,-0.255893553
131,0.690784737
132,-2.515238317
133,-1.278952916
134,-0.549630219
135,1.045158292
136,0.571674887
137,-1.741589237
138,1.753479819
139,0.972426581
140,-0.423498358
141,0.084444371
142,1.414631362
143,-1.864547761
144,0.112375414
145,-1.396698177
146,-0.793048293
147,-0.092799437
148,-0.732417183
149,0.181033224
150,-1.21514116
151,-1.074615341
152,1.539332795
153,-0.399429774
154,-0.567808097
155,0.554988007
156,0.357461762
157,-0.097135613
158,1.391460436
159,0.830973513
160,-0.067253804
161,-0.166966512
162,0.516505435
163,-1.539900807
164,0.766228016
165,0.90800217
166,2.072575606
167,-0.173592884
168,1.623314487
169,-1.618911761
170,0.437283937
171,0.028233287
172,0.708810806
173,-1.094838645
174,1.015412198
175,1.038596502
176,-0.809812223
177,-0.020840186
178,1.327940012
179,0.257354898
180,1.119437432
181,-1.076997528
182,-0.592992007
183,-2.357685949
184,-0.157559621
185,0.098830945
186,0.607849812
187,0.798615339
188,-1.455725585
189,0.026333817
190,1.788733759
191,-1.248179115
192,0.61445919
193,-0.085984235
194,0.57376633
195,-0.728028678
196,-0.651109499
197,0.704471178
198,0.217390056
199,0.904473284
200,-0.430145412
201,-0.000850214
202,0.104197827
203,0.876365296
204,-0.513656353
205,0.70922016
206,-0.185136738
207,-1.054460133
208,-0.021791366
209,0.15856146
210,0.068706593
211,-2.324933667
212,0.009711422
213,0.018476504
214,-0.181953561
215,2.371299523
216,2.583648095
217,-0.454613959
218,-1.742928603
219,1.93232767
220,-0.449522599
221,0.604888953
222,0.388402113
223,0.46027092
224,0.531402004
225,0.411051123
226,-0.114737353
227,0.492022618
228,-1.453841287
229,-1.069120314
230,-0.907977452
231,-0.4032041
232,-0.247018994
233,-0.757782173
234,2.515907277
235,0.296128835
236,-1.84445631
237,-0.574018637
238,0.101835065
239,-0.44873762
240,-0.58681349
241,0.780172218
242,-0.351924175
243,-0.699260913
244,-0.68051284
245,-0.552188057
246,-0.509510594
247,-1.490152078
248,-0.56606941
249,-0.452998689
250,-1.752995323
251,0.592813879
